taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Reuteria marqueti,NHMSYS0020309766,1,1,2006,,,
Rhabdomiris striatellus,NHMSYS0020784510,1,1,1800,,,
Rhacognathus punctatus,NHMSYS0020309768,1,1,1800,,,
Rhaphigaster nebulosa,NHMSYS0020916991,1,1,2010,,,
Rhopalus (Aeschyntelus) maculatus,NHMSYS0020309773,1,1,1800,,,
Rhopalus (Rhopalus) parumpunctatus,NHMSYS0020309775,1,1,1800,,,
Rhopalus (Rhopalus) rufus,NHMSYS0020309776,1,1,1800,,,
Rhopalus (Rhopalus) subrufus,NHMSYS0020309777,1,1,1800,,,
Rhyparochromus pini,NHMSYS0020309781,1,1,1800,,,
Rhyparochromus vulgaris,NHMSYS0020973301,1,1,2010,,,
Salicarus (Salicarus) roseri,NHMSYS0020705907,1,1,1838,,,
Sciocoris (Sciocoris) cursitans,NHMSYS0020309806,1,1,1800,,,
Scolopostethus affinis,NHMSYS0020309808,1,1,1800,,,
Scolopostethus decoratus,NHMSYS0020309809,1,1,1800,,,
Scolopostethus grandis,NHMSYS0020309810,1,1,1800,,,
Scolopostethus pictus,NHMSYS0020309811,1,1,1800,,,
Scolopostethus puberulus,NHMSYS0020309812,1,1,1800,,,
Scolopostethus thomsoni,NHMSYS0020309813,1,1,1800,,,
Sehirus luctuosus,NHMSYS0020309817,1,1,1800,,,
Spathocera dalmanii,NHMSYS0020309842,1,1,1800,,,
Sphragisticus nebulosus,NHMSYS0020309844,1,1,1997,,,
Stenodema (Brachystira) calcarata,NHMSYS0020309847,1,1,1829,,,
Stenodema (Brachystira) trispinosa,NHMSYS0020309848,1,1,1904,,,
Stenodema (Stenodema) holsata,NHMSYS0020309850,1,1,1803,,,
Stenodema (Stenodema) laevigata,NHMSYS0020309851,1,1,1800,,,
Stenotus binotatus,NHMSYS0020109271,1,1,1800,,,
Stephanitis rhododendri,NHMSYS0020309856,1,1,1901,,,
Sthenarus rotermundi,NHMSYS0020309858,1,1,1846,,,
Stictopleurus abutilon,NHMSYS0020309860,1,1,1800,,,
Stictopleurus punctatonervosus,NHMSYS0020309861,1,1,1800,,,
Strongylocoris leucocephalus,NHMSYS0020309864,1,1,1800,,,
Strongylocoris luridus,NHMSYS0020309865,1,1,1807,,,
Stygnocoris fuligineus,NHMSYS0020309868,1,1,1800,,,
Stygnocoris rusticus,NHMSYS0020309869,1,1,1800,,,
Stygnocoris sabulosus,NHMSYS0020309870,1,1,1800,,,
Syromastus rhombeus,NHMSYS0020309872,1,1,1800,,,
Systellonotus triguttatus,NHMSYS0020309874,1,1,1800,,,
Taphropeltus contractus,NHMSYS0020309876,1,1,1800,,,
Taphropeltus hamulatus,NHMSYS0020309877,1,1,1800,,,
Temnostethus (Montandoniella) gracilis,NHMSYS0020309882,1,1,1800,,,
Temnostethus (Montandoniella) pusillus,NHMSYS0020309883,1,1,1800,,,
Temnostethus (Montandoniella) tibialis,NHMSYS0020309884,1,1,1972,,,
Teratocoris antennatus,NHMSYS0020309886,1,1,1850,,,
Teratocoris caricis,NHMSYS0020309887,1,1,1967,,,
Teratocoris saundersi,NHMSYS0020309888,1,1,1870,,,
Teratocoris viridis,NHMSYS0020309889,1,1,1870,,,
Tetraphleps bicuspis,NHMSYS0020309891,1,1,1800,,,
Thyreocoris scarabaeoides,NHMSYS0020309895,1,1,1800,,,
Tingis (Tingis) ampliata,NHMSYS0020309899,1,1,1800,,,
Tingis (Tingis) angustata,NHMSYS0020309900,1,1,1800,,,
Tingis (Tingis) cardui,NHMSYS0020309901,1,1,1800,,,
Tingis (Tropidocheila) reticulata,NHMSYS0020309903,1,1,1800,,,
Tinicephalus (Tinicephalus) hortulanus,NHMSYS0020309907,1,1,1843,,,
Trapezonotus (Trapezonotus) arenarius,NHMSYS0020309910,1,1,1800,,,
Trapezonotus (Trapezonotus) desertus,NHMSYS0020309911,1,1,1800,,,
Trapezonotus (Trapezonotus) dispar,NHMSYS0020309912,1,1,1800,,,
Trapezonotus (Trapezonotus) ullrichi,NHMSYS0020309913,1,1,1800,,,
Trigonotylus caelestialium,NHMSYS0020309915,1,1,1960,,,
Trigonotylus psammaecolor,NHMSYS0020309916,1,1,1885,,,
Trigonotylus ruficornis,NHMSYS0020309917,1,1,1800,,,
Tritomegas bicolor,NHMSYS0020309919,1,1,1800,,,
Tritomegas sexmaculatus,NHMSYS0020916997,1,1,2011,,,
Troilus luridus,NHMSYS0020309921,1,1,1800,,,
Tropistethus holosericeus,NHMSYS0020309923,1,1,1800,,,
Tupiocoris rhododendri,NHMSYS0020309925,1,1,1970,,,
Tuponia (Chlorotuponia) brevirostris,NHMSYS0020309928,1,1,2000,,,
Tuponia (Tuponia) mixticolor,NHMSYS0020309930,1,1,1979,,,
Tytthus pubescens,NHMSYS0020309932,1,1,1931,,,
Tytthus pygmaeus,NHMSYS0020309933,1,1,1838,,,
Xylocoridea brevipennis,NHMSYS0020309942,1,1,1800,,,
Xylocoris (Proxylocoris) galactinus,NHMSYS0020309946,1,1,1800,,,
Xylocoris (Xylocoris) cursitans,NHMSYS0020309948,1,1,1800,,,
Xylocoris (Xylocoris) formicetorum,NHMSYS0020309949,1,1,1800,,,
Zicrona caerulea,NHMSYS0020109277,1,1,1800,,,
Zygimus nigriceps,NHMSYS0020309952,1,1,1807,,,
