taxon,tvk,start_day,start_month,end_day,end_month,stage
Bucculatrix albedinella,NHMSYS0021142408,1,5,31,8,mature
Bucculatrix bechsteinella,NBNSYS0100002131,1,5,31,8,mature
Bucculatrix chrysanthemella,NHMSYS0021142406,1,6,30,6,mature
Bucculatrix cidarella,NHMSYS0021142409,1,5,30,6,mature
Bucculatrix cristatella,NHMSYS0021142403,1,5,31,8,mature
Bucculatrix demaryella,NHMSYS0000501570,1,5,30,6,mature
Bucculatrix frangutella,NBNSYS0100002133,1,6,31,7,mature
Bucculatrix humiliella,MM0001Z1003R8501,1,6,21,7,mature
Bucculatrix maritima,NHMSYS0000501573,1,5,7,9,mature
Bucculatrix nigricomella,NHMSYS0021142404,21,4,31,8,mature
Bucculatrix thoracella,NHMSYS0000501576,21,4,31,8,mature
Bucculatrix ulmella,NHMSYS0000501577,1,4,30,9,mature
Bucculatrix ulmifoliae,NHMSYS0021142413,1,4,31,8,mature
Buckleria paludum,NBNSYS0000027027,1,6,31,8,mature
Bupalus piniaria,NBNSYS0000006046,1,5,21,8,mature
Cabera exanthemata,NBNSYS0000006048,15,4,15,9,mature
Cabera pusaria,NBNSYS0000006047,21,4,7,9,mature
Cacoecimorpha pronubana,NHMSYS0021143019,15,4,15,12,mature
Cadra calidella,NHMSYS0021143685,1,5,31,10,mature
Cadra cautella,NHMSYS0021109627,1,1,30,11,mature
Cadra figulilella,NHMSYS0021109628,21,3,31,10,mature
Calamia tridens,NHMSYS0000517533,15,7,31,8,mature
Calamia tridens occidentalis,NHMSYS0021144601,15,7,31,8,mature
Calamia tridens tridens,NHMSYS0021144600,15,7,31,8,mature
Calamotropha paludella,NHMSYS0021143754,15,6,15,9,mature
Callimorpha dominula,NBNSYS0000006154,15,5,31,7,mature
Callisto coffeella,NHMSYS0000501594,1,6,30,6,mature
Callisto denticulella,NHMSYS0000501595,1,4,31,7,mature
Calliteara pudibunda,NBNSYS0000006114,15,4,7,7,mature
Callopistria juventina,NBNSYS0000006404,1,7,15,8,mature
Callopistria latreillei,NBNSYS0000006405,1,10,31,10,mature
Calophasia lunula,NBNSYS0000006316,15,4,7,9,mature
Calophasia platyptera,NBNSYS0000006317,1,4,31,10,mature
Caloptilia alchimiella,NHMSYS0000501602,1,5,30,9,mature
Caloptilia azaleella,NHMSYS0000501603,1,4,30,11,mature
Caloptilia betulicola,NBNSYS0000025873,1,1,31,12,mature
Caloptilia cuculipennella,NHMSYS0000501605,1,7,31,8,mature
Caloptilia elongella,NHMSYS0000501606,1,5,31,5,mature
Caloptilia falconipennella,NHMSYS0021142417,1,1,31,12,mature
Caloptilia hemidactylella,NHMSYS0021142420,1,6,30,6,mature
Caloptilia honoratella,NHMSYS0021297289,1,4,30,9,mature
Caloptilia populetorum,NHMSYS0000501611,1,1,31,12,mature
Caloptilia robustella,NHMSYS0000501613,1,4,31,10,mature
Caloptilia rufipennella,NHMSYS0000501614,1,6,21,6,mature
Caloptilia semifascia,NHMSYS0000501615,1,6,21,6,mature
Caloptilia stigmatella,NHMSYS0000501616,1,1,31,12,mature
Calybites phasianipennella,NHMSYS0021142423,1,5,15,7,mature
Cameraria ohridella,NHMSYS0021142455,1,4,30,9,mature
Campaea margaritaria,NHMSYS0021144278,15,5,21,10,mature
Camptogramma bilineata,NHMSYS0000517593,7,5,30,9,mature
Capperia britanniodactylus,NHMSYS0021142927,7,6,15,8,mature
Capua vulgana,NHMSYS0000501634,1,4,31,7,mature
Caradrina clavipalpis,NBNSYS0000006494,21,3,15,11,mature
Caradrina flavirena,NHMSYS0021144577,1,3,31,10,mature
Caradrina kadenii,NHMSYS0021144575,21,5,7,11,mature
Caradrina morpheus,NBNSYS0000006492,1,5,31,10,mature
Carcina quercana,NHMSYS0000501639,1,5,7,12,mature
Carpatolechia alburnella,NBNSYS0100002197,1,6,31,8,mature
Carpatolechia decorella,NBNSYS0100002198,1,6,21,6,mature
Carpatolechia fugitivella,NBNSYS0100002199,1,6,31,8,mature
Carpatolechia notatella,NHMSYS0021142787,7,5,31,7,mature
Carpatolechia proximella,NBNSYS0100002201,21,4,31,7,mature
Carsia sororiata,NHMSYS0000517633,1,6,21,9,mature
Carsia sororiata anglica,NHMSYS0021144138,1,6,21,9,mature
Carsia sororiata sororiata,NHMSYS0021144135,1,6,21,9,mature
Caryocolum alsinella,NHMSYS0000501646,21,6,31,8,mature
Caryocolum blandella,NHMSYS0000501647,1,7,7,9,mature
Caryocolum blandelloides,NBNSYS0100002206,1,8,7,9,mature
Caryocolum blandulella,NHMSYS0000501648,15,7,31,8,mature
Caryocolum fraternella,NHMSYS0000501649,1,6,31,8,mature
Caryocolum huebneri,NHMSYS0000501650,1,7,31,8,mature
Caryocolum junctella,NHMSYS0000501651,1,6,31,7,mature
Caryocolum kroesmanniella,NHMSYS0000501653,15,7,31,8,mature
Caryocolum marmorea,NHMSYS0021142764,21,5,30,9,mature
Caryocolum proxima,NHMSYS0021142771,21,6,31,8,mature
Caryocolum tricolorella,NHMSYS0000501657,1,7,7,9,mature
Caryocolum vicinella,NHMSYS0000501658,21,6,15,9,mature
Caryocolum viscariella,NHMSYS0000501659,21,6,31,8,mature
Cataclysta lemnata,NHMSYS0000501663,1,5,30,9,mature
Catarhoe cuculata,NBNSYS0000005814,7,6,31,8,mature
Catarhoe rubidata,NHMSYS0021143929,21,4,21,8,mature
Catephia alchymista,NHMSYS0021144456,15,5,7,9,mature
Catocala conjuncta,NHMSYS0001703667,21,7,30,9,mature
Catocala electa,NBNSYS0000006558,21,8,15,10,mature
Catocala elocata,NHMSYS0021144448,1,7,31,10,mature
Catocala fraxini,NBNSYS0000006556,7,8,7,11,mature
Catocala nupta,NHMSYS0000501671,15,7,31,10,mature
Catocala nymphagoga,NHMSYS0021144447,15,6,7,9,mature
Catocala promissa,NHMSYS0021144450,21,6,15,9,mature
Catocala sponsa,NHMSYS0000501673,15,7,15,10,mature
Catoptria falsella,NHMSYS0021143771,21,6,30,9,mature
Catoptria furcatellus,NBNSYS0000026839,15,6,15,8,mature
Catoptria lythargyrella,NHMSYS0000501677,1,7,30,9,mature
Catoptria margaritella,NHMSYS0021143770,1,6,7,9,mature
Catoptria osthelderi,NHMSYS0000501679,1,7,31,7,mature
Catoptria permutatellus,NHMSYS0021143768,21,6,15,9,mature
Catoptria pinella,NHMSYS0000501681,15,6,31,8,mature
Catoptria speculalis,NHMSYS0021143769,1,7,31,7,mature
Catoptria verellus,NHMSYS0000501683,21,5,31,7,mature
Cauchas fibulella,NHMSYS0021142166,1,5,30,6,mature
Cauchas rufimitrella,NHMSYS0021142167,1,5,30,6,mature
Cedestis gysseleniella,NHMSYS0021142475,15,5,15,8,mature
Cedestis subfasciella,NHMSYS0000501686,1,3,31,10,mature
Celaena haworthii,NBNSYS0000006472,15,6,31,10,mature
Celypha aurofasciana,NBNSYS0100002223,1,6,31,8,mature
Celypha cespitana,NHMSYS0021143174,21,5,7,9,mature
Celypha doubledayana,NBNSYS0100002224,1,7,31,8,mature
Celypha lacunana,NBNSYS0100002225,1,5,30,11,mature
Celypha rivulana,NBNSYS0100002227,15,6,31,8,mature
Celypha rosaceana,NHMSYS0021143172,1,6,7,9,mature
Celypha rufana,NHMSYS0000501700,1,5,15,8,mature
Celypha rurestrana,NHMSYS0021143173,1,6,31,7,mature
Celypha striana,NHMSYS0021143171,1,5,30,9,mature
Celypha woodiana,NHMSYS0000501703,1,7,31,8,mature
Cephimallota crassiflavella,NHMSYS0021142384,1,6,31,8,mature
Cepphis advenaria,NHMSYS0000501714,21,4,15,7,mature
Ceramica pisi,NBNSYS0000006254,21,4,21,8,mature
Cerapteryx graminis,NBNSYS0000006269,1,6,7,10,mature
Cerastis leucographa,NHMSYS0021144915,7,3,21,5,mature
Cerastis rubricosa,NHMSYS0021144914,1,2,7,6,mature
Cerura erminea,NHMSYS0020500506,1,4,7,7,mature
Cerura vinula,NBNSYS0000006081,1,4,31,7,mature
Charanyca trigrammica,NBNSYS0000006485,21,4,15,7,mature
Charissa obscurata,NHMSYS0021144290,21,6,7,10,mature
Chesias legatella,NHMSYS0021144143,1,8,30,11,mature
Chesias rufata,NBNSYS0000005954,1,4,21,8,mature
Chesias rufata rufata,NHMSYS0021144145,1,4,21,8,mature
Chesias rufata scotica,NHMSYS0021144146,1,4,21,8,mature
Chiasmia aestimaria,NHMSYS0021144173,7,8,30,9,mature
Chiasmia clathrata,NBNSYS0100002337,15,4,30,9,mature
Chiasmia clathrata clathrata,NHMSYS0021144171,15,4,30,9,mature
Chiasmia clathrata hugginsi,NHMSYS0021144172,15,4,30,9,mature
Chilo phragmitella,NHMSYS0021143753,1,5,30,9,mature
Chilodes maritima,NHMSYS0021144584,7,5,30,9,mature
Chionodes distinctella,NHMSYS0000501753,21,6,31,8,mature
Chionodes fumatella,NHMSYS0000501754,21,6,7,9,mature
Chloantha hyperici,NHMSYS0021144597,1,5,7,8,mature
Chlorissa cloraria,NHMSYS0021144334,21,5,7,7,mature
Chlorissa viridata,NBNSYS0000005743,15,5,31,7,mature
Chlorochlamys chloroleucaria,NHMSYS0000501760,1,5,30,11,mature
Chloroclysta miata,NBNSYS0000005841,1,7,31,7,mature
Chloroclysta siterata,NBNSYS0000005840,1,7,31,7,mature
Chloroclystis v-ata,NBNSYS0000005946,21,3,15,9,mature
Choreutis diana,NHMSYS0021142982,21,7,31,8,mature
Choreutis nemorana,NHMSYS0021142983,1,7,31,8,mature
Choreutis pariana,NBNSYS0100002383,7,5,31,5,mature
Choristoneura diversana,NHMSYS0021143007,1,6,31,7,mature
Choristoneura hebenstreitella,NHMSYS0000501769,1,5,31,7,mature
Choristoneura lafauryana,NHMSYS0000501770,1,7,31,8,mature
Chrysoclista lathamella,NBNSYS0100002419,1,6,31,8,mature
Chrysoclista linneella,NBNSYS0100002420,21,5,31,8,mature
Chrysocrambus craterella,NHMSYS0000501776,1,5,31,7,mature
Chrysocrambus linetella,NHMSYS0000501777,1,6,30,6,mature
Chrysodeixis acuta,NHMSYS0021144469,21,9,15,12,mature
Chrysodeixis chalcites,NHMSYS0021144468,7,5,15,12,mature
Chrysoesthia drurella,NHMSYS0000501780,15,4,15,9,mature
Chrysoesthia sexguttella,NHMSYS0000501782,15,4,31,8,mature
Chrysoteuchia culmella,NHMSYS0000501786,1,5,31,10,mature
Cidaria fulvata,NBNSYS0000005845,15,5,15,9,mature
Cilix glaucata,NBNSYS0000005723,1,4,30,9,mature
Cirrhia gilvago,NHMSYS0021144705,21,8,7,11,mature
Cirrhia icteritia,NHMSYS0021144703,21,7,7,11,mature
Cirrhia ocellaris,NHMSYS0021144707,1,9,31,10,mature
Clavigesta purdeyi,NHMSYS0000501302,21,6,30,9,mature
Clavigesta sylvestrana,NHMSYS0000501303,1,6,31,8,mature
Cleora cinctaria,NHMSYS0000519018,1,4,21,7,mature
Cleora cinctaria bowesi,NHMSYS0021144239,1,4,21,7,mature
Cleora cinctaria cinctaria,NHMSYS0021144238,1,4,21,7,mature
Cleorodes lichenaria,NBNSYS0000006037,15,5,31,10,mature
Clepsis consimilana,NHMSYS0021143035,21,5,31,10,mature
Clepsis dumicolana,NHMSYS0021143034,1,5,15,7,mature
Clepsis rurinana,NHMSYS0000501314,1,6,31,8,mature
Clepsis senecionana,NHMSYS0021143030,1,5,30,6,mature
Clepsis spectrana,NHMSYS0000501317,15,4,15,9,mature
Clostera anachoreta,NHMSYS0021144362,21,4,31,8,mature
Clostera curtula,NBNSYS0000006105,15,3,31,8,mature
Clostera pigra,NBNSYS0000006103,15,4,7,8,mature
Cnaemidophorus rhododactyla,NHMSYS0021142921,21,6,31,8,mature
Cnephasia asseclana,NBNSYS0100002495,15,5,15,9,mature
Cnephasia communana,NHMSYS0000501329,1,5,31,7,mature
Cnephasia conspersana,NHMSYS0000501330,1,7,31,8,mature
Cnephasia genitalana,NHMSYS0021143064,15,6,15,9,mature
Cnephasia incertana,NHMSYS0000501333,7,5,21,8,mature
Cnephasia longana,NHMSYS0000501335,1,6,31,8,mature
Cnephasia pasiuana,NHMSYS0021143059,1,5,31,8,mature
Cnephasia pumicana,NHMSYS0021005522,21,6,7,8,mature
Cnephasia stephensiana,NHMSYS0021143054,1,6,31,8,mature
Cochylidia heydeniana,NHMSYS0000501339,1,6,31,8,mature
Cochylidia implicitana,NHMSYS0000501340,1,5,15,9,mature
Cochylidia rupicola,NHMSYS0000501341,1,6,7,8,mature
Cochylidia subroseana,NHMSYS0000501342,1,6,31,8,mature
Cochylimorpha alternana,NHMSYS0000501790,1,7,31,8,mature
Cochylimorpha straminea,NBNSYS0100002511,1,5,30,9,mature
Cochylis atricapitana,NHMSYS0000501792,1,4,30,9,mature
Cochylis dubitana,NHMSYS0021143145,1,5,30,9,mature
Cochylis flaviciliana,NHMSYS0000501794,1,6,31,8,mature
Cochylis hybridella,NHMSYS0021143144,1,6,30,9,mature
Cochylis molliculana,NHMSYS0000501796,1,5,30,9,mature
Cochylis nana,NHMSYS0000501797,1,5,31,7,mature
Cochylis pallidana,NHMSYS0000501798,1,6,30,6,mature
Cochylis roseana,NHMSYS0000501799,21,5,31,8,mature
Coenobia rufa,NBNSYS0000006484,15,6,15,9,mature
Coenocalpe lapidata,NHMSYS0021144042,1,9,15,10,mature
Coenophila subrosea,NHMSYS0000501811,21,7,7,9,mature
Coenotephria salicata,NHMSYS0021167161,15,4,30,9,mature
Coenotephria salicata salicata,NHMSYS0021144004,15,4,30,9,mature
Coleophora adjectella,NHMSYS0000501813,1,7,31,7,mature
Coleophora adjunctella,NHMSYS0000501814,1,6,31,7,mature
Coleophora adspersella,NHMSYS0000501815,21,6,31,7,mature
Coleophora aestuariella,NHMSYS0000501816,1,7,31,8,mature
Coleophora ahenella,NHMSYS0021142826,21,5,30,6,mature
Coleophora albella,NBNSYS0000026071,21,5,15,6,mature
Coleophora albicans,NHMSYS0021142239,1,7,31,8,mature
Coleophora albicosta,NHMSYS0000501821,21,4,7,8,mature
Coleophora albidella,NHMSYS0021142842,1,6,31,8,mature
Coleophora albitarsella,NHMSYS0000501823,1,6,31,8,mature
Coleophora alcyonipennella,NHMSYS0000501824,1,5,30,9,mature
Coleophora alcyonipennella/frischella,NHMSYS0001703649,1,5,30,9,mature
Coleophora alnifoliae,NHMSYS0000501825,1,6,31,8,mature
Coleophora alticolella,NHMSYS0000501826,1,5,31,8,mature
Coleophora alticolella/glaucicolella,NHMSYS0001703650,1,5,31,8,mature
Coleophora amethystinella,NHMSYS0021142835,7,5,15,7,mature
Coleophora anatipennella,NHMSYS0000501827,1,6,31,7,mature
Coleophora antennariella,NHMSYS0000501829,21,4,15,5,mature
Coleophora arctostaphyli,NHMSYS0000501831,21,5,30,6,mature
Coleophora argentula,NHMSYS0000501833,1,7,31,8,mature
Coleophora artemisicolella,NHMSYS0021142225,1,7,31,8,mature
Coleophora asteris,NHMSYS0000501836,1,7,7,9,mature
Coleophora atriplicis,NHMSYS0021142223,1,6,31,8,mature
Coleophora badiipennella,NHMSYS0021142813,1,7,31,7,mature
Coleophora betulella,NHMSYS0021142845,1,6,31,8,mature
Coleophora binderella,NHMSYS0000501843,1,6,31,7,mature
Coleophora caespititiella,NHMSYS0000501845,1,5,31,7,mature
Coleophora calycotomella,NHMSYS0021142830,1,6,31,7,mature
Coleophora chalcogrammella,NHMSYS0000501847,1,6,31,8,mature
Coleophora clypeiferella,NHMSYS0000501848,1,7,31,8,mature
Coleophora conspicuella,NHMSYS0000501849,21,6,31,8,mature
Coleophora conyzae,NHMSYS0000501850,1,6,31,8,mature
Coleophora coracipennella,NHMSYS0000501851,1,6,15,8,mature
Coleophora currucipennella,NHMSYS0000501853,1,6,31,7,mature
Coleophora deauratella,NHMSYS0000501854,1,6,31,8,mature
Coleophora deviella,NHMSYS0000501855,1,6,31,7,mature
Coleophora discordella,NHMSYS0000501856,21,5,31,8,mature
Coleophora flavipennella,NHMSYS0021142811,15,5,15,8,mature
Coleophora follicularis,NBNSYS0000026139,1,6,31,8,mature
Coleophora frischella,NHMSYS0000501861,1,5,31,8,mature
Coleophora fuscocuprella,NHMSYS0021142818,1,5,30,6,mature
Coleophora galbulipennella,NHMSYS0000501866,1,7,31,8,mature
Coleophora gardesanella,NHMSYS0000501867,1,7,31,8,mature
Coleophora genistae,NHMSYS0000501868,1,6,31,8,mature
Coleophora glaucicolella,NHMSYS0000501869,1,6,31,8,mature
Coleophora glitzella,NHMSYS0000501870,1,6,31,7,mature
Coleophora gryphipennella,NHMSYS0000501872,1,6,31,7,mature
Coleophora hemerobiella,NHMSYS0000501873,15,6,15,8,mature
Coleophora hydrolapathella,NHMSYS0000501875,1,7,31,8,mature
Coleophora ibipennella,NHMSYS0000501877,15,6,15,9,mature
Coleophora idaeella,NHMSYS0000501878,1,6,31,7,mature
Coleophora inulae,NHMSYS0021142236,1,6,31,7,mature
Coleophora juncicolella,NHMSYS0000501881,1,6,31,7,mature
Coleophora kuehnella,NHMSYS0000501882,1,6,31,7,mature
Coleophora laricella,NHMSYS0021142205,1,5,31,7,mature
Coleophora lassella,NHMSYS0000501886,1,5,31,8,mature
Coleophora limoniella,NHMSYS0021142810,21,6,31,8,mature
Coleophora limosipennella,NHMSYS0021142814,21,6,15,7,mature
Coleophora lineolea,NHMSYS0000501890,15,5,15,9,mature
Coleophora linosyridella,NHMSYS0000501891,21,6,31,8,mature
Coleophora lithargyrinella,NHMSYS0000501892,1,6,31,7,mature
Coleophora lixella,NHMSYS0000501893,1,6,31,8,mature
Coleophora lusciniaepennella,NBNSYS0100002527,1,6,31,7,mature
Coleophora lutarea,NHMSYS0021142808,21,4,7,6,mature
Coleophora lutipennella,NHMSYS0000501894,15,5,15,8,mature
Coleophora lutipennella/flavipennella,NHMSYS0020083406,15,5,15,8,mature
Coleophora maritimella,NHMSYS0000501896,1,6,7,8,mature
Coleophora mayrella,NHMSYS0021142837,1,6,31,7,mature
Coleophora milvipennis,NHMSYS0000501899,21,5,31,7,mature
Coleophora niveicostella,NHMSYS0000501902,21,6,31,8,mature
Coleophora nutantella,NHMSYS0021142244,1,6,7,8,mature
Coleophora ochrea,NHMSYS0000501904,1,7,31,8,mature
Coleophora orbitella,NHMSYS0000501905,1,5,31,7,mature
Coleophora otidipennella,NHMSYS0021142208,1,4,30,6,mature
Coleophora pappiferella,NHMSYS0000501907,21,5,30,6,mature
Coleophora paripennella,NHMSYS0000501909,1,6,31,8,mature
Coleophora pennella,NBNSYS0100002533,21,5,31,7,mature
Coleophora peribenanderi,NHMSYS0000501911,1,5,31,8,mature
Coleophora potentillae,NHMSYS0000501912,1,6,31,7,mature
Coleophora prunifoliae,NHMSYS0000501913,15,6,31,7,mature
Coleophora pyrrhulipennella,NHMSYS0000501914,21,5,31,8,mature
Coleophora ramosella,NHMSYS0000501915,21,5,31,8,mature
Coleophora salicorniae,NHMSYS0021142249,15,7,31,8,mature
Coleophora salinella,NHMSYS0000501917,1,7,31,8,mature
Coleophora saturatella,NHMSYS0000501918,21,6,31,8,mature
Coleophora saxicolella,NHMSYS0021142215,21,6,31,8,mature
Coleophora serpylletorum,NHMSYS0000501919,1,7,31,7,mature
Coleophora serratella,NHMSYS0000501920,15,5,15,8,mature
Coleophora siccifolia,NHMSYS0000501921,1,5,30,6,mature
Coleophora solitariella,NHMSYS0000501923,1,7,31,7,mature
Coleophora spinella,NHMSYS0000501924,15,6,31,7,mature
Coleophora squamosella,NHMSYS0000501925,1,7,31,8,mature
Coleophora sternipennella,NHMSYS0000501926,1,7,31,8,mature
Coleophora striatipennella,NHMSYS0021142237,1,5,31,8,mature
Coleophora sylvaticella,NHMSYS0000501928,1,4,30,6,mature
Coleophora taeniipennella,NHMSYS0000501929,1,6,31,7,mature
Coleophora tamesis,NBNSYS0000026169,15,6,7,8,mature
Coleophora therinella,NHMSYS0000501932,1,6,31,7,mature
Coleophora tricolor,NHMSYS0000501933,1,7,31,8,mature
Coleophora trifolii,NHMSYS0000501934,1,6,31,8,mature
Coleophora trigeminella,NHMSYS0000501935,1,6,31,7,mature
Coleophora trochilella,NHMSYS0021142233,1,6,31,8,mature
Coleophora versurella,NHMSYS0000501939,1,6,30,9,mature
Coleophora vestianella,NHMSYS0000501940,1,6,31,7,mature
Coleophora vibicella,NHMSYS0021142847,21,6,31,8,mature
Coleophora vibicigerella,NHMSYS0000501942,21,6,7,7,mature
Coleophora violacea,NHMSYS0000501944,1,5,30,6,mature
Coleophora virgaureae,NHMSYS0000501945,1,7,7,9,mature
Coleophora vitisella,NHMSYS0000501946,1,6,31,7,mature
Coleophora vulnerariae,NBNSYS0100002535,1,6,31,7,mature
Coleophora wockeella,NHMSYS0000501947,1,6,31,7,mature
Coleotechnites piceaella,NBNSYS0100002536,1,6,31,7,mature
Colobochyla salicalis,NHMSYS0021144439,21,5,15,7,mature
Colocasia coryli,NBNSYS0000006530,21,3,31,8,mature
Colostygia multistrigaria,NBNSYS0000005855,1,6,15,12,mature
Colostygia olivata,NHMSYS0021143999,7,6,15,9,mature
Colostygia pectinataria,NBNSYS0000005856,15,4,31,10,mature
Colotois pennaria,NHMSYS0000501963,1,9,31,12,mature
Comibaena bajularia,NHMSYS0021144316,1,5,21,7,mature
Commophila aeneana,NHMSYS0021143128,1,5,31,7,mature
Conisania andalusica,NHMSYS0021167189,7,5,7,8,mature
Conisania andalusica andalusica,NHMSYS0021144840,7,5,7,8,mature
Conisania andalusica barrettii,NHMSYS0021144841,7,5,7,8,mature
Conistra erythrocephala,NHMSYS0021144721,15,4,15,10,mature
Conistra ligula,NBNSYS0000006354,21,4,15,9,mature
Conistra rubiginea,NHMSYS0021144720,21,5,21,9,mature
Conistra rubiginosa,NHMSYS0021144718,15,4,15,10,mature
Conistra vaccinii,NHMSYS0000501972,31,5,31,8,mature
Coptotriche angusticollella,NHMSYS0021142183,1,5,30,6,mature
Coptotriche gaunacella,NHMSYS0021142182,1,5,30,6,mature
Coptotriche heinemanni,NHMSYS0021142181,1,8,31,8,mature
Coptotriche marginea,NHMSYS0021142180,15,4,15,9,mature
Coranarta cordigera,NHMSYS0021144807,15,4,7,6,mature
Corcyra cephalonica,NHMSYS0000501980,1,6,31,10,mature
Cornifrons ulceratalis,NHMSYS0021158351,7,3,30,11,mature
Cornutiplusia circumflexa,NBNSYS0100002578,1,1,31,12,mature
Coscinia cribraria,NBNSYS0000006139,15,6,31,7,mature
Coscinia cribraria arenaria,NHMSYS0021144407,15,6,31,7,mature
Coscinia cribraria bivittata,NHMSYS0021144406,15,6,31,7,mature
Coscinia cribraria cribraria,NHMSYS0021144404,15,6,31,7,mature
Coscinia striata,NHMSYS0021144408,1,5,31,8,mature
Cosmia affinis,NBNSYS0000006412,15,6,15,9,mature
Cosmia diffinis,NBNSYS0000006413,15,7,7,9,mature
Cosmia pyralina,NHMSYS0021144750,15,6,31,8,mature
Cosmia trapezina,NBNSYS0000006414,1,6,30,9,mature
Cosmopterix lienigiella,NHMSYS0000501995,21,5,31,10,mature
Cosmopterix orichalcea,NHMSYS0000501996,21,5,31,8,mature
Cosmopterix pulchrimella,NHMSYS0001703651,1,5,30,11,mature
Cosmopterix schmidiella,NHMSYS0000501997,1,5,31,7,mature
Cosmopterix scribaiella,NBNSYS0100002620,1,6,31,10,mature
Cosmopterix zieglerella,NHMSYS0021142610,21,5,31,7,mature
Cosmorhoe ocellata,NBNSYS0000005832,15,4,30,9,mature
Cossus cossus,NBNSYS0000005662,15,5,15,7,mature
Costaconvexa polygrammata,NBNSYS0000005819,1,4,21,8,mature
Crambus ericella,NHMSYS0021143757,1,6,31,8,mature
Crambus hamella,NHMSYS0000502011,1,8,15,9,mature
Crambus lathoniellus,NHMSYS0000502012,1,5,31,8,mature
Crambus pascuella,NHMSYS0000502015,15,5,30,9,mature
Crambus perlella,NHMSYS0000502016,21,5,7,9,mature
Crambus pratella,NBNSYS0000026824,1,6,15,9,mature
Crambus silvella,NHMSYS0021143756,1,7,15,9,mature
Crambus uliginosellus,NBNSYS0000026821,21,5,15,8,mature
Craniophora ligustri,NHMSYS0021144514,21,4,7,9,mature
Crassa tinctella,NBNSYS0100002642,1,5,30,6,mature
Crassa unitella,NHMSYS0020978765,21,5,15,9,mature
Crocallis dardoinaria,NHMSYS0020531189,1,6,30,9,mature
Crocallis elinguaria,NBNSYS0000006012,1,6,30,9,mature
Crocidosema plebejana,NHMSYS0000502025,1,1,31,12,mature
Crombrugghia distans,NBNSYS0000027025,1,5,7,9,mature
Crombrugghia laetus,NBNSYS0000027026,1,5,31,10,mature
Cryphia algae,NBNSYS0000006387,21,6,15,9,mature
Crypsedra gemmea,NHMSYS0021144604,1,7,30,9,mature
Cryptoblabes bistriga,NHMSYS0000502032,21,4,15,9,mature
Ctenoplusia accentifera,NBNSYS0000006536,1,2,31,12,mature
Ctenoplusia limbirena,NHMSYS0000502035,21,6,21,10,mature
Cucullia absinthii,NBNSYS0000006304,21,6,31,8,mature
Cucullia artemisiae,NBNSYS0000006306,1,6,31,7,mature
Cucullia asteris,NHMSYS0021144523,7,5,7,9,mature
Cucullia chamomillae,NHMSYS0021144520,1,3,15,7,mature
Cucullia gnaphalii,NHMSYS0000519263,21,5,15,7,mature
Cucullia gnaphalii gnaphalii,NHMSYS0021144521,21,5,15,7,mature
Cucullia gnaphalii occidentalis,NHMSYS0021144522,21,5,15,7,mature
Cucullia lychnitis,NBNSYS0000006312,21,5,21,8,mature
Cucullia scrophulariae,NHMSYS0021144525,21,5,31,7,mature
Cucullia umbratica,NBNSYS0000006309,21,4,31,8,mature
Cucullia verbasci,NBNSYS0000006314,21,3,7,7,mature
Cybosia mesomella,NBNSYS0000006126,21,5,31,8,mature
Cyclophora albipunctata,NBNSYS0000005750,1,4,7,10,mature
Cyclophora annularia,NBNSYS0100002702,15,4,15,9,mature
Cyclophora linearia,NHMSYS0021143894,15,4,15,9,mature
Cyclophora pendularia,NBNSYS0000005748,15,4,15,9,mature
Cyclophora porata,NBNSYS0000005752,21,4,7,9,mature
Cyclophora punctaria,NBNSYS0000005753,15,4,7,10,mature
Cyclophora puppillaria,NHMSYS0021143890,15,4,21,11,mature
Cyclophora ruficiliaria,NHMSYS0020758190,15,4,21,9,mature
Cydalima perspectalis,NHMSYS0021143739,15,6,30,11,mature
Cydia amplana,NHMSYS0021143359,1,7,30,9,mature
Cydia cognatana,NHMSYS0021143351,1,6,30,6,mature
Cydia conicolana,NHMSYS0000502056,21,5,30,6,mature
Cydia coniferana,NHMSYS0021143354,15,5,31,8,mature
Cydia corollana,NHMSYS0021143353,1,5,31,7,mature
Cydia cosmophorana,NHMSYS0000502059,1,5,31,7,mature
Cydia fagiglandana,NHMSYS0000502061,1,5,7,9,mature
Cydia illutana,NHMSYS0000502063,1,5,30,6,mature
Cydia indivisa,NHMSYS0021143355,1,5,30,6,mature
Cydia inquinatana,NHMSYS0021143360,21,5,30,6,mature
Cydia leguminana,NHMSYS0000502065,1,5,30,6,mature
Cydia medicaginis,NHMSYS0021143350,1,6,15,8,mature
Cydia microgrammana,NBNSYS0100002708,21,5,31,7,mature
Cydia millenniana,NHMSYS0020470265,1,5,30,6,mature
Cydia nigricana,NHMSYS0000502067,1,5,31,8,mature
Cydia pactolana,NHMSYS0000502068,1,6,31,7,mature
Cydia pomonella,NHMSYS0000502069,1,5,30,9,mature
Cydia servillana,NHMSYS0000502073,1,5,30,6,mature
Cydia splendana,NHMSYS0021143357,15,6,30,9,mature
Cydia strobilella,NHMSYS0000502075,1,4,31,5,mature
Cydia ulicetana,NHMSYS0020326909,1,4,30,9,mature
Cymatophorina diluta,NHMSYS0021164634,1,8,15,10,mature
Cymatophorina diluta diluta,NHMSYS0021143799,1,8,15,10,mature
Cymatophorina diluta hartwiegi,NHMSYS0021143800,1,8,15,10,mature
